product_id,product_name,category_reclassified,rating,price_whole,per_count_price,mrp,number_of_global_ratings,number_of_reviews,sales_numeric,discount_percentage_cleaned,product_weight_grams,review_text_cleaned,sentiment
211,Haldirams Orange Burfee 500 g,Savory & Savory_Snacks,4.2,340,68,363,4187,1140,50,6,500,Sweet and Tasty,positive
212,Haldirams Nagpur Bhel Puri 150GM Pack Of 2,Combo Packs,4.1,140,46.67,140,4865,4382,25,0,750,The MRP of the product is Rs.55 per packet which makes the combo worth Rs.110. However in this case the combo is priced at Rs 142 plus delivery charges of Rs.100. This is too pricey! Not worth the money,positive
213,Haldirams Nagpur Assorted Chikki 400 Gm2 Pack Of 2,Gift Hampers,3.9,285,71.25,400,5008,2459,50,29,200,Good,positive
214,Haldirams Nagpur Sugar Free Mewa Bite 250 gm Pack Of 2,Combo Packs,3.8,488,97.6,610,4656,288,25,20,200,Tasty and nice and good quality,positive
215,Haldirams Nagpur Sugar Free Moong Burfee 250 gm Pack Of 2 Combo Pack With 2 Premium Rakhi,Gift Hampers,0,473,610,610,6918,3727,25,22,1000,Packaging was neat and product was very tasty,positive
216,"Haldirams Ready to Eat Choley, Pulao, Dal Makhani X 2 Pcs Each 300 g",Ready-to-Eat,4,390,390,530,7786,4323,25,26,1000,Just ok in taste. Pulao not good,positive
217,"Haldirams Delhi Masala Peanut, 200g",Spicy Snacks,4.2,55,27.5,55,2144,1586,0,0,500,Tasty as always.,neutral
218,Haldirams Pav Bhaji 300g x 3  Heat and Eat  Pure Veg  Delicious Instant Food  Ready to Eat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,3.9,249,330,330,6248,1251,0,25,500,The taste of pav bhaji is not good at all I am having fever after eating it. so be careful,negative
219,Haldirams Nagpur Sugar Free Motichoor Laddu 250 gm,Health & Wellness,3.9,189,205,205,5805,2151,0,8,1000,Real one. Very good in taste,positive
220,Haldiram Soan Halwa 500 g X 1 Box,Gift Hampers,4.1,475,95,475,3995,77,100,0,1000,So tasty sohan halua. I love it smell and melting in mouth immediately. Value for money,positive
221,Haldirams Choley with Plain Rice 375g x 3  Minute Khana Choley with Plain Rice  Quick Meals  Delicious Instant Food  Slow Cooked Heat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,3.8,378,126,450,2951,1133,25,16,500,Loved the taste and freshness,positive
222,Haldirams Pav Bhaji 300g x 3  Heat and Eat  Pure Veg  Delicious Instant Food  Ready to Eat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,3.9,249,83,330,7376,4211,50,25,200,The taste of pav bhaji is not good at all I am having fever after eating it. so be careful,negative
223,"Haldirams Nagpur Moong Dal, 400 Gram",Ready-to-Eat,4.4,119,297.5,120,8017,2811,25,1,750,Good,positive
224,Haldirams Nagpur Dry Fruit Besan Laddu Pack  Rich Besan Ladoo with Nuts  Premium Festive Mithai  400g,Sweets & Desserts,0,323,80.75,350,6312,2045,25,8,200,Packaging was neat and product was very tasty,positive
225,Haldirams Dry Fruit Atta  Besan Ladoo No Added Sugar Combo Pack 400g x 2  Fresh Products  Indian Sweet  Handcrafted Traditional Sweets  Mithai for Raksha Bandhan  Sweets Gift Pack,Gift Hampers,0,834,104.25,1287,7488,2133,25,35,200,Packaging was neat and product was very tasty,positive
226,Haldirams Kaju Katli Combo Pack 400 grams x 2  Kaju Katli Made with Finest Cashews  Kaju Barfi  Indian Mithai  No Added Colours  Premium Handcrafted Traditional Sweets  Great Gift Pack,Gift Hampers,5,1138,142.25,1700,8458,3880,25,33,200,Would recommend,neutral
227,Haldirams Nagpur Kaju Katli Box - 200g  Premium Cashew Sweet  Traditional Indian Mithai  Ideal for Gifting  Celebrations,Gift Hampers,0,228,114,250,9926,1609,25,9,500,Packaging was neat and product was very tasty,positive
228,Haldirams Nagpur Soan Papdi 1Kg with 2 Rakhis  Rakhi Sweet Gift Combo for Bhaiya and Bhabhi,Gift Hampers,1,295,410,410,1083,717,0,28,200,Rakhi ka color sem nahin hai jo pic mein dikha raha hai,neutral
229,Haldirams Nagpur Orange Burfee 500g with 2 Rakhis  Rakhi Sweet Gift Combo for Bhaiya and Bhabhi,Gift Hampers,1,392,513,513,6022,3702,25,24,750,Loved the taste and freshness,positive
230,Haldirams Nagpur Dodha Burfee 500g with Premium Rakhi,Savory & Savory_Snacks,4,462,538,538,1798,1109,25,14,200,Only 3 small pcs in box of half kg,negative
231,Haldirams Nagpur Regal Relish - Dry Fruit Box 900g With Premium Rakhi,Gift Hampers,4.4,1388,"1,580",1580,6327,1804,25,12,750,"Haldiram is a brand to be proud of.  Everything turned out to be so fast and the best on Diwali occasion.Always vouch for this brand and the team, which guides and works harder to keep its high standards.",positive
232,Haldirams Nagpur Patisa 500 g,Sweets & Desserts,3,334,66.8,350,5522,126,25,5,750,Quality not as expected. Too sweet. I dislikethis product. Quality has been compromised for more profit.,positive
233,Haldirams Nagpur Motichoor Laddoo 500 Gram With Premium Rakhi,Savory & Savory_Snacks,3.5,364,451,451,106,895,50,19,750,Loved the taste and freshness,positive
234,Haldirams Sweet Patisa_400g,Sweets & Desserts,3.9,182,45.5,280,7316,1600,0,35,1000,Loved the taste and freshness,positive
235,Haldirams Motichoor Ladoo 400 gram  Laddu Sweets  Great Sweets Gift Pack  Premium Handcrafted Indian Mithai  Motichoor Bundi Ladu  Indian Sweets  Fresh Boondi Laddoos No Added Sugar,Gift Hampers,3.6,352,88,559,9489,199,50,37,750,Loved the taste and freshness,positive
236,Haldirams Nagpur Cookie Heaven Fruit N Nut 200g Pack Of 3  Traditional Indian Sweet  200g Pack,Combo Packs,0,261,43.5,285,4065,865,25,8,500,Packaging was neat and product was very tasty,positive
237,"Haldirams Ready to Eat Choley, Pulao, Dal Makhani X 2 Pcs Each 300 g",Ready-to-Eat,4,390,390,530,2008,493,25,26,1000,Just ok in taste. Pulao not good,positive
238,"Haldirams Kaju katli 500g, khatta Meetha 200g, All in one 200g Combo",Gift Hampers,3.4,721,900,900,6624,4272,25,20,500,Loved the taste and freshness,positive
239,Haldirams Nagpur Cookie Heaven Kaju Cookies 150g Pack Of 3  Traditional Indian Sweet  150g Pack,Combo Packs,5,219,48.67,240,3115,3966,25,9,750,Loved the taste and freshness,positive
240,Haldirams Nagpur Soan Papdi Desi Ghee250g Soan Papdi Orange Flavour250g With Premium 2 Rakhi,Sweets & Desserts,3.7,285,57,400,8268,1998,25,29,500,Very bad experience one packet totally blank  disappointed don't order this,negative
241,Haldirams Nagpur Chana Nuts Pack of 3 X 200 g,Combo Packs,3.6,150,25,150,3396,1496,25,0,200,Ordering for the second time. It's great in quality. Not fried. Less salty.,positive
242,Haldirams Nagpur Dodha Burfi Box  Rich Punjabi Fudge Mithai  Traditional Ghee Sweet  350g,Gift Hampers,0,238,68,260,9757,4721,25,8,200,Packaging was neat and product was very tasty,positive
243,Haldirams Nagpur Chana Dry Fruit Burfee Pack of 2 500grms,Combo Packs,1,351,370,370,6284,3764,25,5,500,,neutral
244,"Haldirams Nagpur Mathri, 200g",Savory & Savory_Snacks,4,65,32.5,65,6476,3658,25,0,750,Good snacks for tea time.Crispy and tasty.,positive
245,Haldirams Nagpur Assorted Baklava 300g with Premium Rakhi,Gift Hampers,4.2,385,505,505,125,1225,25,0,1000,Loved the taste and freshness,positive
246,"Haldirams Gulab Jamun, 1kg",Sweets & Desserts,4.1,220,22,225,3134,1098,25,2,500,Good,positive
247,"Haldirams Namkeen - Cornflake, Mixture 200g",Namkeen,4.4,75,37.5,80,4504,1677,0,6,500,Good in taste,positive
248,"Haldirams Nagpur Sugar Free Mewa Bites  250g  Healthy Dry Fruit Indian Sweet  No Added Sugar  Rich in Cashews, Almonds  Pistachios  Ideal for Diabetics  Gifting",Sweets & Desserts,3.9,289,305,305,2173,716,25,5,1000,"First thing to complain about this product is this sweet tastes exactly like Soan Papdi but harder one ! Secondly, as the manufacturer claims that this product is made of artificial sweetener and not the sugar, is very doubtful since have I diabetes and constantly monitor blood sugar levels and I found out my BG levels were raised to high when consumed this sweet even at limited bite ! So, I was very disappointed with this product and definitely not going to recommend for Hypoglycemic (Diabetic) patients.",negative
249,Haldirams Nagpur Ready To Eat Paneer Tikka Masala 300g Pack of 2 With Dum Biryani 200g Pack of 2 Combo,Gift Hampers,3.5,371,371,508,7079,2254,25,27,200,I have ordered for my hosteller daughter and out these combos one packet of biriyani packet found rotten.,neutral
250,"Haldirams Nagpur Mango Halwa 200g X 2,Badam Halwa 200g X 2 Pack of 2,Masala Kaju Pack of 2 35g X 2 With Premium 2 Rakhi",Combo Packs,3.8,399,45.86,520,5631,1345,25,23,750,Rakhee gift,neutral
251,Haldirams Nagpur Kaju Katli 500 Gram With Rakhi Combo,Gift Hampers,4.2,590,700,700,2292,876,0,16,1000,Good product everyone recommend.,positive
252,Haldirams Motichoor Ladoo 200 gram  Laddu Sweets  Great Sweets Gift Pack  Premium Handcrafted Indian Mithai  Motichoor Bundi Ladu  Indian Sweets  Fresh Boondi Laddoos,Gift Hampers,3.8,304,152,410,8353,613,50,26,1000,"Taste of the sweet is nice..If you want readymade sweet then you can buy it... smell is good, they use ghee.. which is good for health...",positive
253,Haldirams Motichoor Ladoo 400 gram  Laddu Sweets  Great Sweets Gift Pack  Premium Handcrafted Indian Mithai  Motichoor Bundi Ladu  Indian Sweets  Fresh Boondi Laddoos No Added Sugar,Gift Hampers,3.6,352,88,559,8065,2508,50,37,750,Taste was too good. Worth for money.but when I recieved all ladoos was broken. That made me really very sad.,negative
254,"Haldirams Nagpur Agra Taj Petha,700 Gm",Savory & Savory_Snacks,4,210,30,290,564,2274,25,28,200,"I loved the sweets, but why does it smell like agarbatti?You shouldn't expect regularly shaped cuboid petha. You get small/medium sized pieces of dry petha. The sweetness is to my liking but some people might find it to be a bit too sweet. The packaging is really good. You don't have to worry about ants 😂",positive
255,Haldirams Nagpur Kaju Soan Cake Pack of 2 500grms,Combo Packs,5,503,640,640,1663,2412,25,0,500,Loved the taste and freshness,positive
256,Haldirams Nagpur Kaju Butter Cookies Pack of 2-250 gm Each,Combo Packs,3.6,316,63.2,400,6763,3865,25,21,200,These special biscuits are super tasty and quite unique also. And not over sweet either. Totally worth the price too.,positive
257,"Haldirams Nagpur Sugar Free Motichoor Laddu 250 gm,Sugar Free Milk Cake 250 gm Combo Pack With 2 Premium Rakhi",Gift Hampers,3.4,454,625,625,2204,4961,25,27,750,"Sweet which my brother received was spoiled with fungi... it is not acceptable at all.. due to rakhi he didn't inform me earlier,  just now I got to know this.. if you can not deliver fresh and good product... and don't promote",positive
258,Haldirams Nagpur Boondi Ladoo 500g with 2 Rakhis  Rakhi Sweet Gift Combo for Bhaiya and Bhabhi,Gift Hampers,0,351,470,470,3363,4502,25,25,750,Packaging was neat and product was very tasty,positive
259,Haldirams Nagpur Kaju Katli 500gram,Sweets & Desserts,4.2,499,590,590,1782,4399,0,15,200,It's taste and softness is good you can buy it.,positive
260,Ready To Eat Yellow Dal Tadka With Plain Rice 375 g X 3 Pcs,Ready-to-Eat,3.8,378,33.6,450,311,3518,25,16,200,Loved the taste and freshness,positive
261,"Haldirams Ready to Eat Choley, Pulao, Dal Makhani X 2 Pcs Each 300 g",Ready-to-Eat,4,390,390,530,8112,2535,25,26,200,Just ok in taste. Pulao not good,positive
262,"Haldirams Nagpur Kaju Katli250G,Orange Burfee250G,Moong Dal200GWith Premium Rakhi",Savory & Savory_Snacks,4.7,591,732,732,9477,3485,25,19,750,Loved the taste and freshness,positive
263,Haldirams Dodha Burfi 200g  Fresh Indian Traditional Mithai  Diary- Based Dessert  Finest Cashews  Almonds  Indian Sweets  No Added Colours or Preservatives  Fresh Product  Festive Sweet Gift Box,Gift Hampers,3.9,191,359,359,8679,4416,100,47,200,Loved the taste and freshness,positive
264,Haldirams Nagpur Pistachio Chocolate Ladoo 250g Tin with 1 Designer Rakhi  Premium Gourmet Sweet Box  Festive Raksha Bandhan Gift for Brother  Chocolate Indian Mithai in Elegant Gift Packaging,Gift Hampers,0,652,260.8,785,5144,2500,25,17,750,Packaging was neat and product was very tasty,positive
265,Haldirams Nagpur Kaju Katli 250g  Rich Cashew Mithai Barfi  Traditional Indian Sweet Treat for Gifting  Celebrations,Sweets & Desserts,0,285,300,300,5356,971,50,5,750,Packaging was neat and product was very tasty,positive
266,Haldirams Dal Makhani and Punjabi Choley Combo 600 gms,Gift Hampers,1,242,40.33,249,6232,1846,25,3,200,Loved the taste and freshness,positive
267,Haldirams Nagpur Ready to Eats Combo Pack,Gift Hampers,3.8,657,109.5,761,8348,585,100,14,200,Damn tasty food . Felt as if it was freshly prepared . Quality plus quantity both perfect,positive
268,Haldirams Nagpur Assorted PEDA Box 500 gm,Gift Hampers,0,290,58,395,5950,947,25,27,750,Packaging was neat and product was very tasty,positive
269,Haldirams Nagpur Kaju Katli Rakhi Gift Box  Includes 2 Rakhis for Bhaiya  Bhabhi  Premium Cashew Sweet  Traditional Indian Mithai  200g,Gift Hampers,0,316,316,400,7815,2622,25,21,500,Packaging was neat and product was very tasty,positive
270,Haldirams Dal Tadka Ready to Eat 300g x 5  Minute Khana Dal Tadka  Quick Meals  Delicious Instant Food  Slow Cooked Heat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,3.8,330,22,450,1792,4624,25,27,750,Loved the taste and freshness,positive
271,"Haldirams Nagpur Mixture, 350g400gweight may vary",Namkeen,4.3,88,25.14,88,2145,2415,0,0,200,Good,positive
272,"Haldirams Nagpur Ready To Eat Rajma Chawal 350g, Choley Chawal 350g, Dal Makhani Chawal 350g, Dal Tadka JeeraRice 350g Combo",Gift Hampers,3.4,529,529,676,3383,33,50,22,500,Decent quality and efficient. Good for me since I'm alone at home.,positive
273,"Haldirams Nagpur Mathura Peda 250 G, Kaju Katli 250 G, Khatta Meetha 200 G With Premium Rakhi",Sweets & Desserts,4.4,591,732,732,409,1080,100,19,200,Fresh products,positive
274,Haldirams Nagpur Mini Kaju Katli 250g with 2 Rakhis  Rakhi Sweet Gift Combo for Bhaiya and Bhabhi,Gift Hampers,0,338,450,450,2000,400,0,25,500,Packaging was neat and product was very tasty,positive
275,Haldirams Soan Papdi 500g  Traditional Indian Sweet  Finest Ingredients  Crunchy Almonds  Pistachios  Indian Mithai  Festive Delight  Great Gift Pack for Festival  Fresh Product  Mithai for Raksha Bandhan,Gift Hampers,3.8,154,215,215,7877,3572,0,28,750,Loved the taste and freshness,positive
276,Haldirams Kadhi Pakoda with Plain Rice 375g x 3  Minute Khana  Quick Meals  Delicious Instant Food  Slow Cooked Heat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,5,378,126,450,2742,947,25,16,500,Loved the taste and freshness,positive
277,Haldirams Shahi Dal Biji Mixture  Namkeen  Authentic Taste of Indian Flavour  Spicy  Savoury in Flavour  Vegetarian  No Artificial Colours  Evening Snacks  400g,Ready-to-Eat,4.2,100,25,100,5381,738,25,0,200,Good,positive
278,"Haldirams Delhi Snacks - Aloo Bhujia, Crunchy and Tasty Snacks, 1Kg Pouch",Namkeen,4.1,235,23.5,235,2467,3751,25,0,200,Nice taste,positive
279,Haldirams Nagpur Moong Burfee500gm,Savory & Savory_Snacks,3.6,357,401,401,714,2027,25,11,500,Very  good  product  test.,positive
280,Haldirams Motichoor Ladoo 400 gram  Laddu Sweets  Great Sweets Gift Pack  Premium Handcrafted Indian Mithai  Motichoor Bundi Ladu  Indian Sweets  Fresh Boondi Laddoos Pack of 1,Gift Hampers,3.8,414,103.5,559,3560,1495,100,26,1000,"Taste of the sweet is nice..If you want readymade sweet then you can buy it... smell is good, they use ghee.. which is good for health...",positive
281,"Haldirams Rakhi Celebration Mix  Combo of Milk Cake, Bhujia Plain and Mathi Gol 400g each  Great Gift Pack for Raksha Bandhan Festival  Gift Hamper for Rakhi",Gift Hampers,0,540,45,684,8448,1047,25,21,200,Packaging was neat and product was very tasty,positive
282,Haldirams Nagpur Orange Burfee 500g  Traditional Indian Sweet with Natural Citrus Flavor  Perfect for Festivals  Gifting,Sweets & Desserts,5,340,"34,000",363,490,2189,25,6,200,The test and flavor was very good.,positive
283,"Haldirams Namkeen - All in One Mixture, 200g",Namkeen,4.2,55,27.5,60,4945,173,0,8,200,This is awesome! Mix with murmured or Haldiram chidwa snacks and enjoy!,positive
284,Haldirams Nagpur Sugar Free Milk Cake 250 gm Pack Of 2,Combo Packs,3.8,352,70.4,440,7708,3502,25,20,1000,Nice taste and look.,positive
285,Haldirams Nagpur Murukku 4 X 200 g -Pack of 4,Combo Packs,4,260,32.5,260,7689,1627,25,0,750,पैसा वसूल,neutral
286,"Haldirams Nagpur Pack of 4 Soan papdi Orange, Coconut, chocolate, Dessi ghee flavour250g Each with Bhujiya Jar 600g Combo Pack",Gift Hampers,3.6,408,575,575,3776,2455,25,29,200,Not received the complete items bhujiya is missing,negative
287,Haldirams Nagpur Moong Dal Burfi 500g  Rich Indian Mithai with Pure Ghee  Nutty  Soft Festive Sweet for Celebrations  Prasad,Ready-to-Eat,0,290,"29,000",401,8579,755,25,28,750,Packaging was neat and product was very tasty,positive
288,Ready To Eat Haldiram Hyderabadi Biryani 200 g X 4 Pcs,Ready-to-Eat,3.2,254,317.5,320,6477,3636,25,21,200,"Biryani is very spicy, have a good taste when you microvave it, heating in boiling water will not give you that taste which you will get in microwave.",positive
289,Haldirams Nagpur Salted Peanuts Pack of 4 X 200 g,Combo Packs,3.8,175,21.88,220,6432,3596,25,20,1000,We thought these were very enjoyable with our drinks.Each packet was good for one snack time and the next time I could open another fresh bag.Great size to pack in your bag.A good value for money multi pack.,positive
290,"Haldirams Nagpur Dodha Burfee, 1 kg 500 g x Pack of 2",Combo Packs,4.2,764,76.4,876,520,1034,25,13,1000,Very good in taste 👌 very flavorful and fresh,positive
291,Ready To Eat Haldiram Hyderabadi Biryani 200 g X 4 Pcs,Ready-to-Eat,3.2,254,317.5,320,2075,1382,25,21,500,"Biryani is very spicy, have a good taste when you microvave it, heating in boiling water will not give you that taste which you will get in microwave.",positive
292,Ready To Eat Haldiram Hyderabadi Biryani 200 g X 4 Pcs,Ready-to-Eat,3.2,254,317.5,320,2245,771,25,21,750,"Biryani is very spicy, have a good taste when you microvave it, heating in boiling water will not give you that taste which you will get in microwave.",positive
293,Haldirams Motichoor Ladoo 200 gram  Laddu Sweets  Great Sweets Gift Pack  Premium Handcrafted Indian Mithai  Motichoor Bundi Ladu  Indian Sweets  Fresh Boondi Laddoos,Gift Hampers,3.8,304,152,410,8176,1531,50,26,750,"Taste of the sweet is nice..If you want readymade sweet then you can buy it... smell is good, they use ghee.. which is good for health...",positive
294,Haldirams Special Pista Burfi 400 g  Fresh Indian Traditional Mithai  Finest Pistachios  No Added Colours or Preservatives  Pista Barfi  Festive Sweet Gift Box  Great Gift Box For Festival,Gift Hampers,3.8,395,464,464,255,3477,25,15,750,Loved the taste and freshness,positive
295,Ready To Eat Haldiram Hyderabadi Biryani 200 g X 4 Pcs,Ready-to-Eat,3.2,254,317.5,320,3560,4850,25,21,1000,"Biryani is very spicy, have a good taste when you microvave it, heating in boiling water will not give you that taste which you will get in microwave.",positive
296,"Haldirams Nagpur Anmol Bandhan Gift Box, Kaju katli 500g With Premium Rakhi",Gift Hampers,0,870,"1,035",1035,4805,3505,25,16,750,Packaging was neat and product was very tasty,positive
297,Haldirams Nagpur Kesar Peda 250g  Special Malai Peda 250g with 2 Rakhis  Rakhi Sweet Gift Combo for Bhaiya and Bhabhi,Gift Hampers,0,396,517,517,9308,1690,25,23,1000,Packaging was neat and product was very tasty,positive
298,"Haldirams Cow Ghee Soan Papdi, 400Gm, Indian Sweets Diwali Gift Pack",Gift Hampers,4.2,225,56.25,299,9526,2209,0,25,1000,Loved the taste and freshness,positive
299,"Haldirams Nagpur Chai Ke Saath Tea Time Namkeen Combo  3 x 200g  Masala Tit Bit, Jeera Puri, Methi Sticks  Indian Snacks for Evening Chai  Light Munching",Gift Hampers,0,176,29.33,195,776,2387,25,10,750,Packaging was neat and product was very tasty,positive
300,Haldirams Rajma with Plain Rice 375g x 2  Minute Khana Rajma with Plain Rice  Quick Meals  Delicious Instant Food  Slow Cooked Heat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,4.4,235,31.33,300,1237,2454,100,22,200,Loved the taste and freshness,positive
301,Haldirams Soan Papdi 500 g X 2 Combo Pack  Traditional Indian Sweet  Finest Ingredients  Crunchy Almonds  Pistachios  Indian Mithai  Festive Delight  Mithai for Raksha Bandhan,Gift Hampers,3.6,335,335,420,3026,4974,25,20,1000,Loved the taste and freshness,positive
302,Haldiram Soan Halwa 500 g X 1 Box,Gift Hampers,4.1,475,95,475,4147,4966,100,0,500,So tasty sohan halua. I love it smell and melting in mouth immediately. Value for money,positive
303,"Haldirams Cookie Heaven Kaju Pista Cookies, 200g Pack",Baked Snacks,3.7,108,54,110,5466,1173,25,2,1000,very good cookies,positive
304,Haldirams Choley with Plain Rice 375g x 3  Minute Khana Choley with Plain Rice  Quick Meals  Delicious Instant Food  Slow Cooked Heat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,4.2,378,126,450,4806,3168,25,16,200,Loved the taste and freshness,positive
305,"Haldirams Delhi Dry Agra Petha, 350g400g Weight May Vary, Indian Sweets Diwali Gift Pack",Gift Hampers,3.8,168,42,240,3732,2205,0,30,200,Definitely not the same as freshly bought. It is slightly drier on the outside.Nevertheless the taste is on par and I liked it. It is crunchy on the outside and jelly-like inside. Just like an Agra Petha is.,positive
306,Haldirams Nagpur Mango Burfee 250g  Tropical Mango Flavored Burfi  Traditional Indian Sweet  Soft  Creamy Texture  Perfect for Gifting  Festivals,Sweets & Desserts,0,161,180,180,3795,4098,25,11,200,Packaging was neat and product was very tasty,positive
307,Haldirams Royal Relish- Dry Fruit Box 750 gms,Gift Hampers,0,1231,"1,430",1430,6785,38,50,14,500,Packaging was neat and product was very tasty,positive
308,Haldirams Roll Pole Salted Banana Caramel 150gm  Wafer Roll Sticks  Smooth Crunchy Snacks  Crackers  Sweet Treats for Kids  Rich and Creamy  Ready to Eat Snacks  Sweet Dessert,Ready-to-Eat,4.1,73,36.5,125,9025,495,25,42,1000,Taste good,positive
309,"Haldirams Nagpur Milk Cake 250 g, Roasted Chana Ladoo 250 g, Khatta Meetha 200 g With Premium Rakhi",Sweets & Desserts,5,478,620,620,6575,3644,25,23,750,Loved the taste and freshness,positive
310,"Haldirams Ready to Eat Choley, Pulao, Dal Makhani X 2 Pcs Each 300 g",Ready-to-Eat,4,390,390,530,2546,1019,25,26,500,Just ok in taste. Pulao not good,positive
311,Haldirams Nagpur Chana Choor Pack of 4 - 200 gm Each,Combo Packs,3.8,180,22.5,200,9194,3541,25,10,1000,Taste is good but too much costly.We used to get Haldiram's Chana Choor at 35/- (150g). This 200 gm packet is at 150/-. Too costly,positive
312,"Haldirams Nagpur Aloo Bhujia, 200220g",Namkeen,4.4,55,25,55,4325,3996,0,0,500,Good to taste to fulfill short hunger.,positive
313,"Haldirams Haldirams Mithas Besan Ladoo - Dry Fruit, 400grams, Indian Sweets Diwali gift pack",Gift Hampers,3.8,225,56.25,330,7807,3716,25,32,1000,"Taste of the sweet is nice..If you want readymade sweet then you can buy it... smell is good, they use ghee.. which is good for health...",positive
314,"Haldirams Kaju KatliBurfi 200g, Traditional Indian Sweet Made with Cashew Nuts, Gift Pack for Family, Friends on Special Occasions",Gift Hampers,4.1,209,104.5,250,8950,2225,0,16,1000,Taste is good,positive
315,Haldirams Nagpur All In One -2 x 350 g,Savory & Savory_Snacks,3.8,150,21.43,200,8879,1237,25,25,1000,Product arrived in a good condition with excellent packaging. Taste is quintessential Haldiram having a special attraction for already multiplying fat cells!,positive
316,"Haldirams Nagpur Special Malai Peda 250g  Rich  Creamy Milk-Based Indian Sweet  Traditional Malai Mithai  Perfect for Gifting, Festivals  Celebrations",Gift Hampers,1,159,63.6,177,1922,13,25,10,500,Loved the taste and freshness,positive
317,Haldirams Nagpur Ready To Eat Paneer Makhani 300g Pack of 4 Combo,Gift Hampers,5,471,471,620,828,2743,25,24,750,Best,positive
318,Haldirams Nagpur Kesar Peda Pack 2 250g2,Sweets & Desserts,4.1,306,61.2,380,3639,4154,100,19,1000,The product quality was good as expected from Haldiram,positive
319,Haldirams Motichoor Ladoo 200 gram  Laddu Sweets  Great Sweets Gift Pack  Premium Handcrafted Indian Mithai  Motichoor Bundi Ladu  Indian Sweets  Fresh Boondi Laddoos,Gift Hampers,3.8,304,152,410,9389,388,50,26,200,"Taste of the sweet is nice..If you want readymade sweet then you can buy it... smell is good, they use ghee.. which is good for health...",positive
320,"Haldirams Nagpur Kaju Katli500G,Bhujia Sev Jar600GWith Premium Rakhi",Namkeen,3.7,753,915,915,6182,2348,25,18,1000,Loved the taste and freshness,positive
321,Haldirams Dry Fruit Besan Ladoo No Added Sugar 400g  Handcrafted Indian Traditional Sweets  Made with Pure Ghee  Authentic Laddu Taste  Made with Premium Ingredients  Sweets Gift Pack,Gift Hampers,3.8,474,640,640,6103,4676,25,26,750,Happy with the product,positive
322,"Haldirams Kashmiri Mixture, 400g",Namkeen,4.4,152,38,175,7663,4070,0,13,500,I really liked the taste of this namkeen.The quality is good. But it is little expensive.,positive
323,Haldirams Gol Mathi Bag 400g X 2  Indian Tea Time Crunchy Party Snack  Namkeen Mathi  Healthy Snack  Mathri  Delightfully Ready to Eat  Namkeen  Savouries  Indian Snacks Pack of 2,Ready-to-Eat,3.9,126,25.2,200,90,4391,25,37,750,Gud taste but it's bit hard,negative
324,"Haldirams Nagpur Kesar Peda 250g, Moti Choor Ladoo 250g, Aloo Bhujia 200g With Premium Rakhi",Sweets & Desserts,4.1,474,616,616,8690,2024,50,23,200,Good hamper for rakhi,positive
325,Haldirams Nagpur Dry Fruit Besan Laddu Rakhi Gift Pack  400g  Includes 2 Rakhis for Bhaiya  Bhabhi  Rich Besan Ladoo with Nuts  Premium Festive Mithai,Gift Hampers,0,380,380,500,4527,3088,25,24,1000,Packaging was neat and product was very tasty,positive
326,"Haldirams Nagpur Peda Combo Pack Rajasthani Peda, Kesar Peda, Mathura Peda, Special Malai Peda 250gm x 4, Milk",Gift Hampers,4.1,584,726,726,8172,372,0,20,1000,One day delivery. Tasted awesome. All four variants were fresh.,positive
327,Haldirams Nagpur Fancy Dry Fruits Gift Box SS,Gift Hampers,3.7,503,610,610,6630,3874,25,18,200,Nice,positive
328,Haldirams Dry Fruit Atta Laddo 400g  Made with Premium Ingredients  Handcrafted Indian Traditional Sweets  Indian Mithai  No Added Colours  Fresh Products  Great Sweets Gift No Added Sugar,Gift Hampers,3.6,400,100,640,5266,1042,25,38,500,Added sugar is too much,positive
329,"Haldirams Nagpur Chai Ke Saath Tea Snacks Variety Pack  6 x 200g  Masala Sticks, Methi Puri, Trikona Khasta, Chai Puri, Namkeen Tit Bit, and Jeera Puri  Desi Farsan Combo for Home  Office  12kg Total",Gift Hampers,5,340,28.33,390,3899,1379,25,13,500,Loved the taste and freshness,positive
330,Haldirams Balushahi 400g Traditional Indian Sweets  Balushahi Sweet  Badusha  Fresh Indian Traditional Mithai  Made with Premium Ingredients  Mithai for Diwali  Great Sweets Gift Pack,Gift Hampers,2.5,413,103.25,559,867,2114,25,26,750,Loved the taste and freshness,positive
331,Haldirams Nagpur Masala Kaju Pack of 25,Combo Packs,4.2,1084,123.89,1250,6778,4757,50,13,1000,Tasty 🤤,neutral
